,bbl.bbl,bbl.bblBoroughCode,bbl.bblBoroughCodeIn,bbl.bblTaxBlock,bbl.bblTaxBlockIn,bbl.bblTaxLot,bbl.bblTaxLotIn,bbl.buildingIdentificationNumber,bbl.businessImprovementDistrict,bbl.condominiumBillingBbl,bbl.condominiumFlag,bbl.continuousParityIndicator,bbl.cooperativeIdNumber,bbl.cornerCode,bbl.dcpCommercialStudyArea,bbl.dofCondominiumIdentificationNumber,bbl.firstBoroughName,bbl.geosupportFunctionCode,bbl.geosupportReturnCode,bbl.gi5DigitStreetCode1,bbl.gi5DigitStreetCode10,bbl.gi5DigitStreetCode11,bbl.gi5DigitStreetCode12,bbl.gi5DigitStreetCode13,bbl.gi5DigitStreetCode14,bbl.gi5DigitStreetCode2,bbl.gi5DigitStreetCode3,bbl.gi5DigitStreetCode4,bbl.gi5DigitStreetCode5,bbl.gi5DigitStreetCode6,bbl.gi5DigitStreetCode7,bbl.gi5DigitStreetCode8,bbl.gi5DigitStreetCode9,bbl.giBoroughCode1,bbl.giBoroughCode10,bbl.giBoroughCode11,bbl.giBoroughCode12,bbl.giBoroughCode13,bbl.giBoroughCode14,bbl.giBoroughCode2,bbl.giBoroughCode3,bbl.giBoroughCode4,bbl.giBoroughCode5,bbl.giBoroughCode6,bbl.giBoroughCode7,bbl.giBoroughCode8,bbl.giBoroughCode9,bbl.giBuildingIdentificationNumber1,bbl.giBuildingIdentificationNumber10,bbl.giBuildingIdentificationNumber11,bbl.giBuildingIdentificationNumber12,bbl.giBuildingIdentificationNumber13,bbl.giBuildingIdentificationNumber14,bbl.giBuildingIdentificationNumber2,bbl.giBuildingIdentificationNumber3,bbl.giBuildingIdentificationNumber4,bbl.giBuildingIdentificationNumber5,bbl.giBuildingIdentificationNumber6,bbl.giBuildingIdentificationNumber7,bbl.giBuildingIdentificationNumber8,bbl.giBuildingIdentificationNumber9,bbl.giDcpPreferredLgc1,bbl.giDcpPreferredLgc10,bbl.giDcpPreferredLgc11,bbl.giDcpPreferredLgc12,bbl.giDcpPreferredLgc13,bbl.giDcpPreferredLgc14,bbl.giDcpPreferredLgc2,bbl.giDcpPreferredLgc3,bbl.giDcpPreferredLgc4,bbl.giDcpPreferredLgc5,bbl.giDcpPreferredLgc6,bbl.giDcpPreferredLgc7,bbl.giDcpPreferredLgc8,bbl.giDcpPreferredLgc9,bbl.giGeographicIdentifier1,bbl.giGeographicIdentifier10,bbl.giGeographicIdentifier14,bbl.giGeographicIdentifier2,bbl.giGeographicIdentifier3,bbl.giGeographicIdentifier4,bbl.giGeographicIdentifier5,bbl.giGeographicIdentifier6,bbl.giGeographicIdentifier7,bbl.giGeographicIdentifier8,bbl.giGeographicIdentifier9,bbl.giHighHouseNumber1,bbl.giHighHouseNumber10,bbl.giHighHouseNumber11,bbl.giHighHouseNumber12,bbl.giHighHouseNumber13,bbl.giHighHouseNumber14,bbl.giHighHouseNumber2,bbl.giHighHouseNumber3,bbl.giHighHouseNumber4,bbl.giHighHouseNumber5,bbl.giHighHouseNumber6,bbl.giHighHouseNumber7,bbl.giHighHouseNumber8,bbl.giHighHouseNumber9,bbl.giLowHouseNumber1,bbl.giLowHouseNumber10,bbl.giLowHouseNumber11,bbl.giLowHouseNumber12,bbl.giLowHouseNumber13,bbl.giLowHouseNumber14,bbl.giLowHouseNumber2,bbl.giLowHouseNumber3,bbl.giLowHouseNumber4,bbl.giLowHouseNumber5,bbl.giLowHouseNumber6,bbl.giLowHouseNumber7,bbl.giLowHouseNumber8,bbl.giLowHouseNumber9,bbl.giSideOfStreetIndicator1,bbl.giSideOfStreetIndicator10,bbl.giSideOfStreetIndicator11,bbl.giSideOfStreetIndicator12,bbl.giSideOfStreetIndicator13,bbl.giSideOfStreetIndicator14,bbl.giSideOfStreetIndicator2,bbl.giSideOfStreetIndicator3,bbl.giSideOfStreetIndicator4,bbl.giSideOfStreetIndicator5,bbl.giSideOfStreetIndicator6,bbl.giSideOfStreetIndicator7,bbl.giSideOfStreetIndicator8,bbl.giSideOfStreetIndicator9,bbl.giStreetCode1,bbl.giStreetCode10,bbl.giStreetCode11,bbl.giStreetCode12,bbl.giStreetCode13,bbl.giStreetCode14,bbl.giStreetCode2,bbl.giStreetCode3,bbl.giStreetCode4,bbl.giStreetCode5,bbl.giStreetCode6,bbl.giStreetCode7,bbl.giStreetCode8,bbl.giStreetCode9,bbl.giStreetName1,bbl.giStreetName10,bbl.giStreetName11,bbl.giStreetName12,bbl.giStreetName13,bbl.giStreetName14,bbl.giStreetName2,bbl.giStreetName3,bbl.giStreetName4,bbl.giStreetName5,bbl.giStreetName6,bbl.giStreetName7,bbl.giStreetName8,bbl.giStreetName9,bbl.highBblOfThisBuildingsCondominiumUnits,bbl.internalLabelXCoordinate,bbl.internalLabelYCoordinate,bbl.irregularlyShapedLotFlag,bbl.latitudeInternalLabel,bbl.longitudeInternalLabel,bbl.lowBblOfThisBuildingsCondominiumUnits,bbl.lowHouseNumberOfDefiningAddressRange,bbl.message,bbl.modeSwitchIn,bbl.numberOfEntriesInListOfGeographicIdentifiers,bbl.numberOfExistingStructuresOnLot,bbl.numberOfStreetFrontagesOfLot,bbl.returnCode1a,bbl.rpadBuildingClassificationCode,bbl.rpadSelfCheckCodeForBbl,bbl.sanbornBoroughCode,bbl.sanbornPageNumber,bbl.sanbornPageNumberSuffix,bbl.sanbornVolumeNumber,bbl.sanbornVolumeNumberSuffix,bbl.selfCheckCodeOfBillingBbl,bbl.taxMapNumberSectionAndVolume,bbl.vacantLotFlag,bbl.workAreaFormatIndicatorIn
0,4003110032,4,4,00311,311,0032,32,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4004000208,4,4,00400,400,0208,208,4000000,,0000000000,,,0000,SE,,,QUEENS,BL,00,08140,,,,,,09140,07940,,,,,,,4,,,,,,4,4,,,,,,,4000000,,,,,,4000000,4000000,,,,,,,01,,,,,,03,01,,,,,,,F,,,Q,F,,,,,,,,,,,,,30-18,,,,,,,,,,,,,,30-02,,,,,,,,,,,,,,R,,,,,,,,40814001,,,,,,40914003,40794001,,,,,,,31 STREET,,,,,,39 AVENUE,30 STREET,,,,,,,4004000208,1002610,0213427,,40.75246524527353,-73.93373338494098,4004000208,999000873AA,,X,0003,0000,03,00,D6,1,4,078,,01,,,40302,V,C
0,4004140117,4,4,00414,414,0117,117,4594898,,0000000000,,,0000,,,,QUEENS,BL,00,07190,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4594898,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,41-29,,,,,,,,,,,,,,41-29,,,,,,,,,,,,,,L,,,,,,,,,,,,,,40719001,,,,,,,,,,,,,,24 STREET,,,,,,,,,,,,,,4004140117,1000786,0213173,,40.75177167892514,-73.94031735740047,4004140117,100041029AA,,X,0001,0001,01,00,D3,5,4,075,,01,,,40302,,C
0,4004187501,4,4,00418,418,7501,7501,4005039,,4004187501,C,,0000,,,0991,QUEENS,BL,00,07740,,,,,,36940,36940,36940,,,,,,4,,,,,,4,4,4,,,,,,4005039,,,,,,4596217,4596217,4596217,,,,,,01,,,,,,01,01,01,,,,,,,,,,,,,,,,,41-31,,,,,,29-09A,29-11,29-15,,,,,,41-27,,,,,,29-09A,29-11,29-15,,,,,,L,,,,,,,L,L,,,,,,40774001,,,,,,43694001,43694001,43694001,,,,,,29 STREET,,,,,,QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,,,,,,4004187501,1001644,0212564,,40.75009848208818,-73.937222192799,4004187501,999000903AA,,X,0004,0002,02,00,RH,4,4,023,,01,,4,40302,,C
0,4004337501,4,4,00433,433,7501,7501,4617191,,4004337501,C,,0000,Y,,0919,QUEENS,BL,00,09990,,,,,,09990,50490,50490,50490,50990,,,,4,,,,,,4,4,4,4,4,,,,4617191,,,,,,4617191,4617191,4617191,4617191,4617191,,,,01,,,,,,01,01,01,01,01,,,,,,,,,,,,,,,25-29,,,,,,25-35,43-25,43-31,43-37,26-01,,,,25-29,,,,,,25-35,43-25,43-31,43-37,26-01,,,,L,,,,,,L,L,L,L,L,,,,40999001,,,,,,40999001,45049001,45049001,45049001,45099001,,,,44 DRIVE,,,,,,44 DRIVE,HUNTER STREET,HUNTER STREET,HUNTER STREET,JACKSON AVENUE,,,,4004337501,1000224,0211678,,40.747669314996664,-73.94234930936099,4004337501,999000931AA,,X,0006,0001,03,00,R5,3,4,025,,01,,3,40302,,C
0,4005520029,4,4,00552,552,0029,29,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4005890067,4,4,00589,589,0067,67,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4006330040,4,4,00633,633,0040,40,4596894,,0000000000,,,0000,,,,QUEENS,BL,00,28790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4596894,,,,,,,,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,35-16,,,,,,,,,,,,,,35-16,,,,,,,,,,,,,,R,,,,,,,,,,,,,,42879003,,,,,,,,,,,,,,ASTORIA BOULEVARD SOUTH,,,,,,,,,,,,,,4006330040,1007980,0219527,,40.76919539097084,-73.91432996148322,4006330040,100035016AA,,X,0001,0001,01,00,D7,4,4,039,,02,,,40404,,C
0,4006607503,4,4,00660,660,7503,7503,4010626,,4006607503,C,,0000,,,0958,QUEENS,BL,00,07990,,,,,,09090,,,,,,,,4,,,,,,4,,,,,,,,4010626,,,,,,4010626,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,38-03,,,,,,30-99,,,,,,,,38-01,,,,,,30-93,,,,,,,,L,,,,,,L,,,,,,,,40799001,,,,,,40909001,,,,,,,,31 AVENUE,,,,,,38 STREET,,,,,,,,4006607503,1007082,0216841,,40.76182538359318,-73.91758104260873,4006607503,999001459AA,,X,0002,0001,02,00,RR,7,4,033,,02,,7,40405,,C
0,4008397503,4,4,00839,839,7503,7503,4540506,,4008397503,C,,0000,,,0950,QUEENS,BL,00,50330,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4540506,,,,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,,,,,27-18,,,,,,,,,,,,,,27-18,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45033002,,,,,,,,,,,,,,HOYT AVENUE SOUTH,,,,,,,,,,,,,,4008397503,1006428,0220285,,40.77127993254999,-73.91993048679845,4008397503,999002045AA,,X,0001,0001,01,00,RR,7,4,036,,02,,7,40601,,C
0,4008390033,4,4,00839,839,0033,33,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4012670032,4,4,01267,1267,0032,32,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4012837501,4,4,01283,1283,7501,7501,4029771,,4012837501,C,,0000,,,0892,QUEENS,BL,00,15540,,,,,,15540,,,,,,,,4,,,,,,4,,,,,,,,4029771,,,,,,4519709,,,,,,,,01,,,,,,01,,,,,,,,,,,B,,,,,,,,37-22,,,,,,,,,,,,,,37-22,,,,,,,,,,,,,,R,,,,,,,,,,,,,,41554001,,,,,,41554001,,,,,,,,73 STREET,,,,,,73 STREET,,,,,,,,4012837501,1013903,0211884,,40.74819944296847,-73.89298047858864,4012837501,999003243AA,,X,0002,0002,01,00,R5,1,4,009,,10,,1,40805,,C
0,4015237501,4,4,01523,1523,7501,7501,4614906,,4015237501,C,,0000,,,0961,QUEENS,BL,00,68290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4614906,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,77-16,,,,,,,,,,,,,,77-16,,,,,,,,,,,,,,R,,,,,,,,,,,,,,46829001,,,,,,,,,,,,,,WOODSIDE AVENUE,,,,,,,,,,,,,,4015237501,1015473,0210139,,40.743404455275424,-73.88732235799678,4015237501,999003975AA,,X,0001,0001,01,00,RK,0,4,025,,09,,0,40904,,C
0,4015987501,4,4,01598,1598,7501,7501,4597007,,4015987501,C,,0000,,,0735,QUEENS,BL,00,51790,,,,,,09690,66890,,,,,,,4,,,,,,4,4,,,,,,,4597007,,,,,,4597007,4597007,,,,,,,01,,,,,,01,01,,,,,,,,,,W,W,,,,,,,41-40,,,,,,,,,,,,,,41-40,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45179001,,,,,,40969001,46689001,,,,,,,JUNCTION BOULEVARD,,,,,,42 AVENUE,WARREN STREET,,,,,,,4015987501,1020675,0211236,,40.74639554605696,-73.86854345228242,4015987501,999004153AA,,X,0003,0001,03,00,R8,2,4,008,,19,,2,40906,,C
0,4017217501,4,4,01721,1721,7501,7501,4548811,,4017217501,C,,0000,SE,43015,0949,QUEENS,BL,00,57790,,,,,,19940,,,,,,,,4,,,,,,4,,,,,,,,4548811,,,,,,4548811,,,,,,,,01,,,,,,01,,,,,,,,,,,W,,,,,,,,106-10,,,,,,,,,,,,,,106-02,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45779001,,,,,,41994001,,,,,,,,NORTHERN BOULEVARD,,,,,,106 STREET,,,,,,,,4017217501,1022334,0215279,,40.75748555507141,-73.86253329130031,4017217501,999004513AA,,X,0002,0001,02,00,RR,0,4,019,,19,,0,41002,,C
0,4018387505,4,4,01838,1838,7505,7505,4045314,,4018387505,C,,0000,,,0891,QUEENS,BL,00,51890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4045314,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,87-09,,,,,,,,,,,,,,87-09,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45189001,,,,,,,,,,,,,,JUSTICE AVENUE,,,,,,,,,,,,,,4018387505,1018630,0208019,,40.73757387852676,-73.87594021814411,4018387505,999004896AA,,X,0001,0001,01,00,R8,3,4,044,,19,,3,41101,,C
0,4018800044,4,4,01880,1880,0044,44,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4019287501,4,4,01928,1928,7501,7501,4617248,,4019287501,C,,0000,,,1022,QUEENS,BL,00,40090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4617248,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,102-32,,,,,,,,,,,,,,102-32,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44009001,,,,,,,,,,,,,,CORONA AVENUE,,,,,,,,,,,,,,4019287501,1022919,0210345,,40.743940449486395,-73.8604500709797,4019287501,999005135AA,,X,0001,0001,01,00,RR,1,4,039,,19,,1,41103,,C
0,4022200001,4,4,02220,2220,0001,1,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4031000014,4,4,03100,3100,0014,14,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4033210025,4,4,03321,3321,0025,25,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4033597501,4,4,03359,3359,7501,7501,4080159,,4033597501,C,,0000,CR,,0926,QUEENS,BL,00,59990,,,,,,16790,16790,16790,,,,,,4,,,,,,4,4,4,,,,,,4080159,,,,,,4596916,4596916,4000000,,,,,,01,,,,,,01,01,01,,,,,,,,,,,F,,,,,,124-18,,,,,,123-28,123-32,,,,,,,124-18,,,,,,123-28,123-32,,,,,,,R,,,,,,R,R,,,,,,,45999001,,,,,,41679001,41679001,41679001,,,,,,QUEENS BOULEVARD,,,,,,82 AVENUE,82 AVENUE,82 AVENUE,,,,,,4033597501,1032022,0198932,,40.71257012063939,-73.82767997251753,4033597501,999009384AA,,X,0004,0002,02,00,RK,7,4,029,,06,,7,41705,,C
0,4033730021,4,4,03373,3373,0021,21,4080394,,0000000000,,,,,,,QUEENS,BL,00,55490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080394,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,2126,,,,,,,,,,,,,,2126,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45549001,,,,,,,,,,,,,,MENAHAN STREET,,,,,,,,,,,,,,4033730021,1010521,0197743,,40.70939656832111,-73.90524152480687,4033730021,002126000AA,,X,0001,0001,01,00,D1,4,4,045,,03,,,41801,,C
0,4033730022,4,4,03373,3373,0022,22,4000000,,0000000000,,,,,,,QUEENS,BL,00,55490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4000000,,,,,,,,,,,,,,01,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45549001,,,,,,,,,,,,,,MENAHAN STREET,,,,,,,,,,,,,,4033730022,1010512,0197811,,40.70958323881021,-73.90527372219684,4033730022,999009413AA,,X,0001,0000,01,00,G7,2,4,045,,03,,,41801,V,C
0,4033740037,4,4,03374,3374,0037,37,4080417,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080417,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033740037,1010685,0197403,,40.70846286094243,-73.90465131853848,4033740037,002115000AA,,X,0001,0001,01,00,C1,8,4,055,,03,,,41801,,C
0,4033920052,4,4,03392,3392,0052,52,4080950,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080950,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1927,,,,,,,,,,,,,,1927,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920052,1010155,0196722,,40.706595245538054,-73.90656559967135,4033920052,001927000AA,,X,0001,0001,01,00,C2,9,4,053,,03,,,41801,,C
0,4033940049,4,4,03394,3394,0049,49,4080980,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080980,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1879,,,,,,,,,,,,,,1879,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940049,1006954,0198533,,40.711574801778106,-73.91810488297196,4033940049,001879000AA,,X,0001,0001,01,00,C2,1,4,043,,03,,,41802,,C
0,4033940050,4,4,03394,3394,0050,50,4080981,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080981,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1875,,,,,,,,,,,,,,1875,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940050,1006939,0198514,,40.711522689797654,-73.91815905315329,4033940050,001875000AA,,X,0001,0001,01,00,C2,9,4,043,,03,,,41802,,C
0,4033940056,4,4,03394,3394,0056,56,4080987,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080987,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1863,,,,,,,,,,,,,,1863,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940056,1006854,0198404,,40.711220983644196,-73.91846602374822,4033940056,001863000AA,,X,0001,0001,01,00,C2,6,4,043,,03,,,41802,,C
0,4033940057,4,4,03394,3394,0057,57,4080988,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080988,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1861,,,,,,,,,,,,,,1861,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940057,1006839,0198385,,40.71116887149139,-73.91852019335968,4033940057,001861000AA,,X,0001,0001,01,00,C2,4,4,043,,03,,,41802,,C
0,4034030032,4,4,03403,3403,0032,32,4081290,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081290,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1878,,,,,,,,,,,,,,1878,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034030032,1008732,0197177,,40.7078481640579,-73.91169643169377,4034030032,001878000AA,,X,0001,0001,01,00,C2,6,4,050,,03,,,41802,,C
0,4033940053,4,4,03394,3394,0053,53,4080984,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080984,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1869,,,,,,,,,,,,,,1869,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940053,1006896,0198459,,40.711371838104526,-73.91831434233097,4033940053,001869000AA,,X,0001,0001,01,00,C2,3,4,043,,03,,,41802,,C
0,4033920066,4,4,03392,3392,0066,66,4080957,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080957,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1913,,,,,,,,,,,,,,1913,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920066,1010048,0196583,,40.7062140361629,-73.90695206054033,4033920066,001913000AA,,X,0001,0001,01,00,C2,9,4,053,,03,,,41801,,C
0,4033920068,4,4,03392,3392,0068,68,4080958,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080958,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,,,,,,,,,,,,1911,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920068,1010033,0196564,,40.70616192939442,-73.90700623508361,4033920068,001911000AA,,X,0001,0001,01,00,C2,5,4,053,,03,,,41801,,C
0,4034070024,4,4,03407,3407,0024,24,4081429,,0000000000,,,0000,,,,QUEENS,BL,00,55490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081429,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1870,,,,,,,,,,,,,,1870,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45549001,,,,,,,,,,,,,,MENAHAN STREET,,,,,,,,,,,,,,4034070024,1009489,0196456,,40.705867063437864,-73.9089687300744,4034070024,001870000AA,,X,0001,0001,01,00,C2,4,4,048,,03,,,41802,,C
0,4034070028,4,4,03407,3407,0028,28,4521637,,0000000000,,,0000,,,,QUEENS,BL,00,55490,,,,,,55490,,,,,,,,4,,,,,,4,,,,,,,,4521637,,,,,,4081431,,,,,,,,01,,,,,,01,,,,,,,,B,,,,,,,,,,,,,,,,,1874,,,,,,,,,,,,,,1874,,,,,,,,,,,,,,R,,,,,,,,45549001,,,,,,45549001,,,,,,,,MENAHAN STREET,,,,,,MENAHAN STREET,,,,,,,,4034070028,1009521,0196496,,40.705976762613965,-73.90885316339838,4034070028,999009500AA,,X,0002,0002,01,00,C2,5,4,048,,03,,,41802,,C
0,4034280043,4,4,03428,3428,0043,43,4081825,,0000000000,,,0000,,,,QUEENS,BL,00,63890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081825,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1715,,,,,,,,,,,,,,1715,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46389001,,,,,,,,,,,,,,STANHOPE STREET,,,,,,,,,,,,,,4034280043,1007749,0196590,,40.706239653701196,-73.91524403831258,4034280043,001715000AA,,X,0001,0001,01,00,C2,0,4,050,,03,,,41802,,C
0,4034280051,4,4,03428,3428,0051,51,4081829,,0000000000,,,0000,,,,QUEENS,BL,00,63890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081829,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46389001,,,,,,,,,,,,,,STANHOPE STREET,,,,,,,,,,,,,,4034280051,1007687,0196511,,40.70602298187255,-73.9154679341287,4034280051,001707000AA,,X,0001,0001,01,00,C2,3,4,050,,03,,,41802,,C
