,bbl.bbl,bbl.bblBoroughCode,bbl.bblBoroughCodeIn,bbl.bblTaxBlock,bbl.bblTaxBlockIn,bbl.bblTaxLot,bbl.bblTaxLotIn,bbl.buildingIdentificationNumber,bbl.businessImprovementDistrict,bbl.condominiumBillingBbl,bbl.condominiumFlag,bbl.continuousParityIndicator,bbl.cooperativeIdNumber,bbl.cornerCode,bbl.dcpCommercialStudyArea,bbl.dofCondominiumIdentificationNumber,bbl.firstBoroughName,bbl.geosupportFunctionCode,bbl.geosupportReturnCode,bbl.gi5DigitStreetCode1,bbl.gi5DigitStreetCode10,bbl.gi5DigitStreetCode11,bbl.gi5DigitStreetCode12,bbl.gi5DigitStreetCode13,bbl.gi5DigitStreetCode14,bbl.gi5DigitStreetCode2,bbl.gi5DigitStreetCode3,bbl.gi5DigitStreetCode4,bbl.gi5DigitStreetCode5,bbl.gi5DigitStreetCode6,bbl.gi5DigitStreetCode7,bbl.gi5DigitStreetCode8,bbl.gi5DigitStreetCode9,bbl.giBoroughCode1,bbl.giBoroughCode10,bbl.giBoroughCode11,bbl.giBoroughCode12,bbl.giBoroughCode13,bbl.giBoroughCode14,bbl.giBoroughCode2,bbl.giBoroughCode3,bbl.giBoroughCode4,bbl.giBoroughCode5,bbl.giBoroughCode6,bbl.giBoroughCode7,bbl.giBoroughCode8,bbl.giBoroughCode9,bbl.giBuildingIdentificationNumber1,bbl.giBuildingIdentificationNumber10,bbl.giBuildingIdentificationNumber11,bbl.giBuildingIdentificationNumber12,bbl.giBuildingIdentificationNumber13,bbl.giBuildingIdentificationNumber14,bbl.giBuildingIdentificationNumber2,bbl.giBuildingIdentificationNumber3,bbl.giBuildingIdentificationNumber4,bbl.giBuildingIdentificationNumber5,bbl.giBuildingIdentificationNumber6,bbl.giBuildingIdentificationNumber7,bbl.giBuildingIdentificationNumber8,bbl.giBuildingIdentificationNumber9,bbl.giDcpPreferredLgc1,bbl.giDcpPreferredLgc10,bbl.giDcpPreferredLgc11,bbl.giDcpPreferredLgc12,bbl.giDcpPreferredLgc13,bbl.giDcpPreferredLgc14,bbl.giDcpPreferredLgc2,bbl.giDcpPreferredLgc3,bbl.giDcpPreferredLgc4,bbl.giDcpPreferredLgc5,bbl.giDcpPreferredLgc6,bbl.giDcpPreferredLgc7,bbl.giDcpPreferredLgc8,bbl.giDcpPreferredLgc9,bbl.giGeographicIdentifier1,bbl.giGeographicIdentifier10,bbl.giGeographicIdentifier14,bbl.giGeographicIdentifier2,bbl.giGeographicIdentifier3,bbl.giGeographicIdentifier4,bbl.giGeographicIdentifier5,bbl.giGeographicIdentifier6,bbl.giGeographicIdentifier7,bbl.giGeographicIdentifier8,bbl.giGeographicIdentifier9,bbl.giHighHouseNumber1,bbl.giHighHouseNumber10,bbl.giHighHouseNumber11,bbl.giHighHouseNumber12,bbl.giHighHouseNumber13,bbl.giHighHouseNumber14,bbl.giHighHouseNumber2,bbl.giHighHouseNumber3,bbl.giHighHouseNumber4,bbl.giHighHouseNumber5,bbl.giHighHouseNumber6,bbl.giHighHouseNumber7,bbl.giHighHouseNumber8,bbl.giHighHouseNumber9,bbl.giLowHouseNumber1,bbl.giLowHouseNumber10,bbl.giLowHouseNumber11,bbl.giLowHouseNumber12,bbl.giLowHouseNumber13,bbl.giLowHouseNumber14,bbl.giLowHouseNumber2,bbl.giLowHouseNumber3,bbl.giLowHouseNumber4,bbl.giLowHouseNumber5,bbl.giLowHouseNumber6,bbl.giLowHouseNumber7,bbl.giLowHouseNumber8,bbl.giLowHouseNumber9,bbl.giSideOfStreetIndicator1,bbl.giSideOfStreetIndicator10,bbl.giSideOfStreetIndicator11,bbl.giSideOfStreetIndicator12,bbl.giSideOfStreetIndicator13,bbl.giSideOfStreetIndicator14,bbl.giSideOfStreetIndicator2,bbl.giSideOfStreetIndicator3,bbl.giSideOfStreetIndicator4,bbl.giSideOfStreetIndicator5,bbl.giSideOfStreetIndicator6,bbl.giSideOfStreetIndicator7,bbl.giSideOfStreetIndicator8,bbl.giSideOfStreetIndicator9,bbl.giStreetCode1,bbl.giStreetCode10,bbl.giStreetCode11,bbl.giStreetCode12,bbl.giStreetCode13,bbl.giStreetCode14,bbl.giStreetCode2,bbl.giStreetCode3,bbl.giStreetCode4,bbl.giStreetCode5,bbl.giStreetCode6,bbl.giStreetCode7,bbl.giStreetCode8,bbl.giStreetCode9,bbl.giStreetName1,bbl.giStreetName10,bbl.giStreetName11,bbl.giStreetName12,bbl.giStreetName13,bbl.giStreetName14,bbl.giStreetName2,bbl.giStreetName3,bbl.giStreetName4,bbl.giStreetName5,bbl.giStreetName6,bbl.giStreetName7,bbl.giStreetName8,bbl.giStreetName9,bbl.highBblOfThisBuildingsCondominiumUnits,bbl.internalLabelXCoordinate,bbl.internalLabelYCoordinate,bbl.irregularlyShapedLotFlag,bbl.latitudeInternalLabel,bbl.longitudeInternalLabel,bbl.lowBblOfThisBuildingsCondominiumUnits,bbl.lowHouseNumberOfDefiningAddressRange,bbl.message,bbl.modeSwitchIn,bbl.numberOfEntriesInListOfGeographicIdentifiers,bbl.numberOfExistingStructuresOnLot,bbl.numberOfStreetFrontagesOfLot,bbl.returnCode1a,bbl.rpadBuildingClassificationCode,bbl.rpadSelfCheckCodeForBbl,bbl.sanbornBoroughCode,bbl.sanbornPageNumber,bbl.sanbornPageNumberSuffix,bbl.sanbornVolumeNumber,bbl.sanbornVolumeNumberSuffix,bbl.selfCheckCodeOfBillingBbl,bbl.taxMapNumberSectionAndVolume,bbl.vacantLotFlag,bbl.workAreaFormatIndicatorIn
0,3011710029,3,3,01171,1171,0029,29,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3011710032,3,3,01171,1171,0032,32,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3011730084,3,3,01173,1173,0084,84,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3013290055,3,3,01329,1329,0055,55,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3013770023,3,3,01377,1377,0023,23,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3018510023,3,3,01851,1851,0023,23,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3021360021,3,3,02136,2136,0021,21,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3023407502,3,3,02340,2340,7502,1002,3391206,,3023407502,C,,0000,,,2374,BROOKLYN,BL,00,11475,,,,,,11485,54000,54000,66130,,,,,3,,,,,,3,3,3,3,,,,,3391206,,,,,,3391206,3391206,3391206,3391206,,,,,01,,,,,,01,01,01,01,,,,,W,,,W,,,,,,,,,,,,,,,164,178,20,,,,,,,,,,,,164,166,10,,,,,,,,,,,,R,R,R,,,,,31147501,,,,,,31148501,35400001,35400001,36613001,,,,,NORTHSIDE PIERS,,,,,,NORTH    4 PLACE,KENT AVENUE,KENT AVENUE,NORTH    5 STREET,,,,,3023401003,0994365,0201300,,40.719192902636074,-73.96351023181117,3023401001,999005407AA,,X,0005,0001,04,00,RK,6,3,001,,04,,6,30804,,C
0,3023680032,3,3,02368,2368,0032,32,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3030540036,3,3,03054,3054,0036,36,3071171,,0000000000,,,0000,,,,BROOKLYN,BL,00,62430,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3071171,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,201,,,,,,,,,,,,,,L,,,,,,,,,,,,,,36243001,,,,,,,,,,,,,,MONTROSE AVENUE,,,,,,,,,,,,,,3030540036,1000619,0197147,,40.707784549544556,-73.94095908852096,3030540036,000201000AA,,X,0001,0001,01,00,D1,8,3,041,,03,,,31004,,C
0,3032860017,3,3,03286,3286,0017,17,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3037710006,3,3,03771,3771,0006,6,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3051970060,3,3,05197,5197,0060,60,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3054000008,3,3,05400,5400,0008,8,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3056900048,3,3,05690,5690,0048,48,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3087100035,3,3,08710,8710,0035,35,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3087220474,3,3,08722,8722,0474,474,3245727,,0000000000,,,1456,CR,,,BROOKLYN,BL,00,22630,,,,,,22680,22580,,,,,,,3,,,,,,3,3,,,,,,,3245727,,,,,,3245727,3245727,,,,,,,01,,,,,,01,01,,,,,,,W,,,,W,,,,,,,,,,,,,1170,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,R,,,,,,,,32263001,,,,,,32268001,32258001,,,,,,,BRIGHTON   15 STREET,,,,,,BRIGHTON BEACH AVENUE,BRIGHTON   14 STREET,,,,,,,3087220474,0996665,0149539,,40.577117291857235,-73.95530827203063,3087220474,999019887AA,,X,0003,0001,03,00,D4,8,3,035,,18,,,32602,,C
0,4021110001,4,4,02111,2111,0001,1,,,,,,,,,,QUEENS,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,4033660026,4,4,03366,3366,0026,26,4080242,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080242,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,2240,,,,,,,,,,,,,,2240,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4033660026,1010063,0198890,,40.71254615704784,-73.90688911414709,4033660026,002240000AA,,X,0001,0001,01,00,C1,7,4,044,,03,,,41801,,C
0,4033800016,4,4,03380,3380,0016,16,4080487,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080487,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4033800016,1009226,0197814,,40.70959519667048,-73.90991227268383,4033800016,002012000AA,,X,0001,0001,01,00,C2,9,4,047,,03,,,41801,,C
0,4033750088,4,4,03375,3375,0088,88,4080424,,0000000000,,,0000,,42017,,QUEENS,BL,00,45190,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080424,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1907,,,,,,,,,,,,,,1907,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44519001,,,,,,,,,,,,,,FLUSHING AVENUE,,,,,,,,,,,,,,4033750088,1006869,0198976,,40.712790948515064,-73.91840999613959,4033750088,001907000AA,,X,0001,0001,01,00,S5,8,4,043,,03,,,41801,,C
0,4033750089,4,4,03375,3375,0089,89,4080425,,0000000000,,,0000,,42017,,QUEENS,BL,00,45190,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080425,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1905,,,,,,,,,,,,,,1905,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44519001,,,,,,,,,,,,,,FLUSHING AVENUE,,,,,,,,,,,,,,4033750089,1006850,0198959,,40.712744336139,-73.91847858891566,4033750089,001905000AA,,X,0001,0001,01,00,S5,6,4,043,,03,,,41801,,C
0,4033920054,4,4,03392,3392,0054,54,4080951,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080951,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1925,,,,,,,,,,,,,,1925,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920054,1010140,0196702,,40.70654039419157,-73.90661977867143,4033920054,001925000AA,,X,0001,0001,01,00,C2,5,4,053,,03,,,41801,,C
0,4033920056,4,4,03392,3392,0056,56,4080952,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080952,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1923,,,,,,,,,,,,,,1923,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920056,1010125,0196682,,40.7064855428192,-73.90667395758234,4033920056,001923000AA,,X,0001,0001,01,00,C2,0,4,053,,03,,,41801,,C
0,4033920058,4,4,03392,3392,0058,58,4080953,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080953,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1921,,,,,,,,,,,,,,1921,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920058,1010109,0196663,,40.70643343910596,-73.90673173936167,4033920058,001921000AA,,X,0001,0001,01,00,C2,6,4,053,,03,,,41801,,C
0,4033920060,4,4,03392,3392,0060,60,4080954,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080954,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920060,1010094,0196643,,40.706378587680135,-73.90678591809353,4033920060,001919000AA,,X,0001,0001,01,00,C2,2,4,053,,03,,,41801,,C
0,4033920062,4,4,03392,3392,0062,62,4080955,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080955,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1917,,,,,,,,,,,,,,1917,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920062,1010079,0196623,,40.706323736228434,-73.90684009673625,4033920062,001917000AA,,X,0001,0001,01,00,C2,8,4,053,,03,,,41801,,C
0,4033920064,4,4,03392,3392,0064,64,4080956,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080956,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,,1915,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4033920064,1010063,0196603,,40.70626888766811,-73.90689788207892,4033920064,001915000AA,,X,0001,0001,01,00,C2,4,4,053,,03,,,41801,,C
0,4033940043,4,4,03394,3394,0043,43,4080975,,0000000000,,,0000,,42017,,QUEENS,BL,00,65290,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4080975,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1889,,,,,,,,,,,,,,1889,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46529001,,,,,,,,,,,,,,TROUTMAN STREET,,,,,,,,,,,,,,4033940043,1007025,0198625,,40.711827137307374,-73.91784846930643,4033940043,001889000AA,,X,0001,0001,01,00,C2,4,4,043,,03,,,41802,,C
